TRDATE,REGION,STATE_NAME,MODE_OF_TRANSPORT,STATION_NAME,UTILITY,SECTOR,CAPACITY,NORMATIVE_STOCKS_REQUIRED_IN_DAYS,DAILY_REQUIREMENT,ACTUAL_STOCK_IMPORT,ACTUAL_STOCK_INDIGENOUS,ACTUAL_STOCK_TOTAL,ACTUAL_STOCK_DAYS,CRITICAL,SUPERCRITICAL,REMARKS
23-Feb-17,EASTERN,WEST BENGAL,RAIL,DURGAPUR TPS,DAMODAR VALLEY CORPORATION,CENTRAL,210,20,4,0,207,207,58,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,BAKRESWAR TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,1050,20,13,0,228,228,17,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,MEJIA TPS,DAMODAR VALLEY CORPORATION,CENTRAL,2340,20,27,0,265,265,10,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,BANDEL TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,450,20,6,0,137,137,25,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,D.P.L. TPS,DURGAPUR PROJECTS LIMITED,STATE,660,25,4,0,66,66,17,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,KOLAGHAT TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,1260,25,12,0,192,192,16,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,SAGARDIGHI TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,1600,20,9,0,48,48,5,CRITICAL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,SANTALDIH TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,500,20,9,0,145,145,16,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,BUDGE BUDGE TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PVT,750,20,11,0,198,198,18,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,SOUTHERN REPL. TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PVT,135,20,2,0,44,44,20,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,TITAGARH TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PVT,240,20,2,0,14,14,8,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,PITHEAD,FARAKKA STPS,NTPC LIMITED.,CENTRAL,2100,15,32,0,336,336,10,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,DURGAPUR STEEL TPS,DAMODAR VALLEY CORPORATION,CENTRAL,1000,20,15,0,264,264,18,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,HALDIA TPP,HALDIA ENERGY LTD.,IPP,600,20,8,12,188,200,25,NULL,NULL,NA
23-Feb-17,EASTERN,WEST BENGAL,RAIL,RAGHUNATHPUR TPP,DAMODAR VALLEY CORPORATION,CENTRAL,0,20,6,0,74,74,12,NULL,NULL,NA
23-Feb-17,NORTH EASTERN,ASSAM,RAIL,BONGAIGAON TPP,NTPC LIMITED.,CENTRAL,0,20,3,0,80,80,28,NULL,NULL,NA
24-Feb-17,NORTHERN,DELHI,RAIL,RAJGHAT TPS,INDRAPRASTHA POWER GENERATION COMPANY LIMITED,STATE,135,25,0,0,11,11,313,NULL,NULL,NA
24-Feb-17,NORTHERN,DELHI,RAIL,BADARPUR TPS,NTPC LIMITED.,CENTRAL,705,30,5,0,112,112,23,NULL,NULL,NA
24-Feb-17,NORTHERN,HARYANA,RAIL,PANIPAT TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,920,25,8,0,243,243,31,NULL,NULL,NA
24-Feb-17,NORTHERN,HARYANA,RAIL,RAJIV GANDHI TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,1200,25,13,0,348,348,26,NULL,NULL,NA
24-Feb-17,NORTHERN,HARYANA,RAIL,YAMUNA NAGAR TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,600,25,8,0,313,313,38,NULL,NULL,NA
24-Feb-17,NORTHERN,HARYANA,RAIL,INDIRA GANDHI STPP,ARAVALI POWER COMPANY PRIVATE LIMITED,CENTRAL,1500,25,11,0,254,254,24,NULL,NULL,NA
24-Feb-17,NORTHERN,HARYANA,RAIL,MAHATMA GANDHI TPS,JHAJJAR POWER LTD.,IPP,1320,25,8,0,461,461,56,NULL,NULL,NA
24-Feb-17,NORTHERN,PUNJAB,RAIL,GH TPS (LEH.MOH.),PUNJAB STATE POWER CORP. LTD.,STATE,920,30,6,0,288,288,49,NULL,NULL,NA
24-Feb-17,NORTHERN,PUNJAB,RAIL,ROPAR TPS,PUNJAB STATE POWER CORP. LTD.,STATE,1260,25,10,0,427,427,44,NULL,NULL,NA
24-Feb-17,NORTHERN,PUNJAB,RAIL,GND TPS(BHATINDA),PUNJAB STATE POWER CORP. LTD.,STATE,440,30,3,0,31,31,10,NULL,NULL,NA
24-Feb-17,NORTHERN,PUNJAB,RAIL,RAJPURA TPP,NABHA POWER LTD.,IPP,1400,30,16,0,167,167,11,NULL,NULL,NA
24-Feb-17,NORTHERN,PUNJAB,RAIL,TALWANDI SABO TPP,Talwandi Sabo Power Limited,IPP,1980,25,16,0,111,111,7,NULL,NULL,NA
24-Feb-17,NORTHERN,RAJASTHAN,RAIL,KOTA TPS,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1240,30,18,0,365,365,21,NULL,NULL,NA
24-Feb-17,NORTHERN,RAJASTHAN,RAIL,SURATGARH TPS,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1500,30,10,0,460,460,46,NULL,NULL,NA
24-Feb-17,NORTHERN,RAJASTHAN,RAIL,CHHABRA TPP,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,3320,30,14,0,88,88,7,NULL,NULL,Coal Sup.for new unit yet to c
24-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,ANPARA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,2630,15,43,0,639,639,15,NULL,NULL,NA
24-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,HARDUAGANJ TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,665,25,9,0,266,266,30,NULL,NULL,NA
24-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PANKI TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,210,20,4,0,149,149,39,NULL,NULL,NA
24-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PARICHHA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1140,30,9,0,361,361,42,NULL,NULL,NA
24-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,DADRI (NCTPP),NTPC LIMITED.,CENTRAL,1820,30,12,0,258,258,21,NULL,NULL,NA
24-Feb-17,NORTHERN,UTTAR PRADESH,PITHEAD,RIHAND STPS,NTPC LIMITED.,CENTRAL,3000,15,43,0,1020,1020,24,NULL,NULL,NA
24-Feb-17,NORTHERN,UTTAR PRADESH,PITHEAD,SINGRAULI STPS,NTPC LIMITED.,CENTRAL,2000,15,35,0,656,656,19,NULL,NULL,NA
24-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,TANDA TPS,NTPC LIMITED.,CENTRAL,440,25,7,0,234,234,33,NULL,NULL,NA
24-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,UNCHAHAR TPS,NTPC LIMITED.,CENTRAL,1550,25,16,0,498,498,32,NULL,NULL,NA
24-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,ROSA TPP Ph-I,ROSSA POWER SUPPLY CO. LTD.,IPP,1200,25,17,35,377,412,24,NULL,NULL,NA
24-Feb-17,NORTHERN,UTTAR PRADESH,PITHEAD,ANPARA C TPS,LANCO ANPARA POWER PVT. LTD.,IPP,1200,15,10,0,292,292,29,NULL,NULL,NA
24-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,OBRA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1278,20,12,0,335,335,28,NULL,NULL,NA
24-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PRAYAGRAJ TPP,Prayagraj Power Generation Company limited,IPP,0,20,16,0,157,157,10,NULL,NULL,NA
24-Feb-17,WESTERN,CHHATTISGARH,RAIL,DSPM TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,500,15,9,0,110,110,12,NULL,NULL,NA
24-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,KORBA-II,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,200,15,7,0,16,16,2,CRITICAL,SUPERCRITICAL,NA
24-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,KORBA-WEST TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,1340,15,23,0,350,350,15,NULL,NULL,NA
24-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,KORBA STPS,NTPC LIMITED.,CENTRAL,2600,15,43,0,449,449,10,NULL,NULL,NA
24-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,SIPAT STPS,NTPC LIMITED.,CENTRAL,2980,15,51,0,139,139,3,CRITICAL,SUPERCRITICAL,NA
24-Feb-17,WESTERN,CHHATTISGARH,RAIL,PATHADI TPP,LANCO AMARKANTAK POWER PVT. LTD.,IPP,600,15,10,0,134,134,13,NULL,NULL,NA
24-Feb-17,WESTERN,CHHATTISGARH,RAIL,BHILAI TPS,NTPC-SAIL POWER CO. PVT. LTD.,CENTRAL,500,20,7,0,120,120,18,NULL,NULL,NA
24-Feb-17,WESTERN,CHHATTISGARH,RAIL,BARADARHA TPS,D.B.POWER CORP. LTD.,IPP,1200,20,17,0,50,50,3,CRITICAL,SUPERCRITICAL,NA
24-Feb-17,WESTERN,CHHATTISGARH,RAIL,BALCO TPS,BHARAT ALUMINIUM CO. LTD.,IPP,0,20,8,0,98,98,13,NULL,NULL,NA
24-Feb-17,WESTERN,CHHATTISGARH,RAIL,MARWA TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,0,20,8,0,174,174,22,NULL,NULL,NA
24-Feb-17,WESTERN,GUJARAT,RAIL,SABARMATI (C STATION),TORRENT POWER LTD,PVT,60,30,6,54,56,110,20,NULL,NULL,NA
24-Feb-17,WESTERN,GUJARAT,RAIL,SIKKA REP. TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,740,30,5,61,39,100,21,NULL,NULL,NA
24-Feb-17,WESTERN,GUJARAT,RAIL,GANDHI NAGAR TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,630,30,6,0,296,296,51,NULL,NULL,NA
24-Feb-17,WESTERN,GUJARAT,RAIL,UKAI TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,1350,30,10,0,392,392,39,NULL,NULL,NA
24-Feb-17,WESTERN,GUJARAT,RAIL,WANAKBORI TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,1470,30,11,0,485,485,44,NULL,NULL,NA
24-Feb-17,WESTERN,MADHYA PRADESH,RAIL,AMARKANTAK EXT TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,210,15,3,0,46,46,14,NULL,NULL,NA
24-Feb-17,WESTERN,MADHYA PRADESH,RAIL,SANJAY GANDHI TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,1340,20,19,0,146,146,8,NULL,NULL,NA
24-Feb-17,WESTERN,MADHYA PRADESH,RAIL,SATPURA TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,1330,20,12,0,182,182,15,NULL,NULL,NA
24-Feb-17,WESTERN,MADHYA PRADESH,RAIL,SHRI SINGHAJI TPP,M. P. POWER GENERATING CORPORATION LIMITED,STATE,1200,20,10,0,120,120,12,NULL,NULL,NA
24-Feb-17,WESTERN,MADHYA PRADESH,PITHEAD,VINDHYACHAL STPS,NTPC LIMITED.,CENTRAL,4760,15,74,0,1128,1128,15,NULL,NULL,NA
24-Feb-17,WESTERN,MADHYA PRADESH,RAIL,BINA TPS,JAI PRAKASH POWER VENTURE LTD.,IPP,500,25,4,0,98,98,22,NULL,NULL,NA
24-Feb-17,WESTERN,MADHYA PRADESH,RAIL,ANUPPUR TPP,MB POWER MADHYA PRADESH LTD,IPP,1200,25,9,0,125,125,14,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,BHUSAWAL TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,1420,20,19,0,168,168,9,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,CHANDRAPUR(MAHARASHTRA) STPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,2920,20,31,0,423,423,14,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,KHAPARKHEDA TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,1340,25,21,0,187,187,9,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,KORADI TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,2400,25,19,0,354,354,19,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,NASIK TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,630,25,7,0,166,166,25,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,PARLI TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,1170,25,12,0,218,218,18,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,PARAS TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,500,25,5,0,169,169,34,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,TIRORA TPS,ADANI POWER LTD.,IPP,3300,20,47,0,170,170,4,CRITICAL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,DAHANU TPS,RELIANCE INFRASTRUCTURE LTD.,PVT,500,25,7,12,272,285,43,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,BUTIBORI TPP,Vidarbha Industries Power Ltd.,IPP,600,20,4,0,74,74,17,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,AMARAVATI TPS,RattanIndia Power Limited,IPP,1350,20,19,70,94,165,9,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,EMCO WARORA TPS,EMCO ENERGY LTD,IPP,600,20,9,0,87,87,10,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,MAUDA TPS,NTPC LIMITED.,CENTRAL,2320,20,15,0,237,237,16,NULL,NULL,NA
24-Feb-17,WESTERN,MAHARASHTRA,RAIL,DHARIWAL TPP,DHARIWAL INFRASTRUCTURE PVT. LTD.,IPP,0,20,6,0,101,101,18,NULL,NULL,NA
24-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,Dr. N.TATA RAO TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,3520,20,25,0,370,370,15,NULL,NULL,NA
24-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,RAYALASEEMA TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,1050,25,16,0,234,234,15,NULL,NULL,NA
24-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,SIMHADRI,NTPC LIMITED.,CENTRAL,2000,25,31,0,313,313,10,NULL,NULL,NA
24-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,DAMODARAM SANJEEVAIAH TPS,ANDHRA PRADESH POWER DEVELOPMENT COMPANY,STATE,1600,20,15,164,18,182,12,NULL,NULL,NA
24-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,VIZAG TPP,HINDUJA NATIONAL POWER CORP,IPP,0,20,14,2,14,16,1,CRITICAL,SUPERCRITICAL,NA
24-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,PAINAMPURAM TPP,THERMAL POWERTECH CORPORATION INDIA LTD.,IPP,1320,20,23,152,125,277,12,NULL,NULL,NA
24-Feb-17,SOUTHERN,KARNATAKA,RAIL,RAICHUR TPS,KARNATAKA POWER CORPORATION LIMITED,STATE,1720,30,23,0,90,90,4,CRITICAL,NULL,NA
24-Feb-17,SOUTHERN,KARNATAKA,RAIL,BELLARY TPS,KARNATAKA POWER CORPORATION LIMITED,STATE,1700,30,9,15,74,90,10,NULL,NULL,NA
24-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,ENNORE TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,340,30,6,0,6,6,1,CRITICAL,SUPERCRITICAL,NA
24-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,METTUR TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,1440,30,22,132,133,266,12,NULL,NULL,NA
24-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,NORTH CHENNAI TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,1830,30,14,37,47,84,6,CRITICAL,NULL,NA
24-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,TUTICORIN TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,1050,30,10,158,235,393,39,NULL,NULL,NA
24-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,VALLUR TPP,NTPC TAMILNADU ENERGY COMPANY LIMITED,CENTRAL,1500,30,21,65,205,269,13,NULL,NULL,NA
24-Feb-17,SOUTHERN,TAMIL NADU,RAIL,TUTICORIN (JV) TPP,NLC TAMIL NADU POWER LTD,CENTRAL,1000,20,11,330,96,426,38,NULL,NULL,NA
24-Feb-17,SOUTHERN,TELANGANA,RAIL,KOTHAGUDEM TPS,TELANGANA STATE GENCO,STATE,720,20,29,0,392,392,14,NULL,NULL,NA
24-Feb-17,SOUTHERN,TELANGANA,PITHEAD,RAMAGUNDEM STPS,NTPC LIMITED.,CENTRAL,2663,15,42,0,468,468,11,NULL,NULL,NA
24-Feb-17,SOUTHERN,TELANGANA,PITHEAD,KAKATIYA TPS,TELANGANA STATE GENCO,STATE,1100,15,14,0,49,49,3,CRITICAL,SUPERCRITICAL,NA
24-Feb-17,EASTERN,BIHAR,RAIL,MUZAFFARPUR TPS,KANTI BIJLEE UTPADAN NIGAM LTD.,CENTRAL,610,20,3,0,11,11,3,CRITICAL,SUPERCRITICAL,NA
24-Feb-17,EASTERN,BIHAR,PITHEAD,KAHALGAON TPS,NTPC LIMITED.,CENTRAL,2340,15,39,0,392,392,10,NULL,NULL,NA
24-Feb-17,EASTERN,BIHAR,RAIL,BARH II,NTPC LIMITED.,CENTRAL,1320,20,18,0,274,274,15,NULL,NULL,NA
24-Feb-17,EASTERN,JHARKHAND,RAIL,CHANDRAPURA(DVC) TPS,DAMODAR VALLEY CORPORATION,CENTRAL,760,20,11,0,337,337,31,NULL,NULL,NA
24-Feb-17,EASTERN,JHARKHAND,RAIL,PATRATU TPS,PATRATU VIDYUT UTPADAN NIGAM LIMITED(PVUNL),CENTRAL,455,20,7,0,9,9,1,CRITICAL,SUPERCRITICAL,NA
24-Feb-17,EASTERN,JHARKHAND,ROAD,TENUGHAT TPS,TENUGHAT VIDYUT NIGAM LIMITED,STATE,420,20,4,0,302,302,85,NULL,NULL,NA
24-Feb-17,EASTERN,JHARKHAND,RAIL,BOKARO `B` TPS,DAMODAR VALLEY CORPORATION,CENTRAL,630,20,5,0,160,160,32,NULL,NULL,NA
24-Feb-17,EASTERN,JHARKHAND,RAIL,MAITHON RB TPP,MAITHON POWER LIMITED,IPP,1050,20,14,0,240,240,17,NULL,NULL,NA
24-Feb-17,EASTERN,JHARKHAND,RAIL,KODARMA TPP,DAMODAR VALLEY CORPORATION,CENTRAL,1000,20,8,0,232,232,30,NULL,NULL,NA
24-Feb-17,EASTERN,ORISSA,PITHEAD,IB VALLEY TPS,ORISSA POWER GENERATION CORPORATION LIMITED,STATE,420,15,9,0,69,69,8,NULL,NULL,NA
24-Feb-17,EASTERN,ORISSA,PITHEAD,TALCHER (OLD) TPS,NTPC LIMITED.,CENTRAL,460,15,10,0,244,244,25,NULL,NULL,NA
24-Feb-17,EASTERN,ORISSA,PITHEAD,TALCHER STPS,NTPC LIMITED.,CENTRAL,3000,15,58,0,412,412,7,NULL,NULL,NA
24-Feb-17,EASTERN,ORISSA,RAIL,KAMALANGA TPS,GMR ENERGY LIMITED,IPP,1050,20,10,0,147,147,15,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,DURGAPUR TPS,DAMODAR VALLEY CORPORATION,CENTRAL,210,20,4,0,204,204,57,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,BAKRESWAR TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,1050,20,13,0,220,220,17,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,MEJIA TPS,DAMODAR VALLEY CORPORATION,CENTRAL,2340,20,27,0,268,268,10,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,BANDEL TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,450,20,6,0,136,136,25,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,D.P.L. TPS,DURGAPUR PROJECTS LIMITED,STATE,660,25,4,0,71,71,18,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,KOLAGHAT TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,1260,25,12,0,194,194,16,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,SAGARDIGHI TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,1600,20,9,0,54,54,6,CRITICAL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,SANTALDIH TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,500,20,9,0,145,145,16,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,BUDGE BUDGE TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PVT,750,20,11,0,199,199,18,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,SOUTHERN REPL. TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PVT,135,20,2,0,44,44,20,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,TITAGARH TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PVT,240,20,2,0,14,14,8,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,PITHEAD,FARAKKA STPS,NTPC LIMITED.,CENTRAL,2100,15,32,72,332,404,13,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,DURGAPUR STEEL TPS,DAMODAR VALLEY CORPORATION,CENTRAL,1000,20,15,0,272,272,19,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,HALDIA TPP,HALDIA ENERGY LTD.,IPP,600,20,8,14,200,215,27,NULL,NULL,NA
24-Feb-17,EASTERN,WEST BENGAL,RAIL,RAGHUNATHPUR TPP,DAMODAR VALLEY CORPORATION,CENTRAL,0,20,6,0,73,73,11,NULL,NULL,NA
24-Feb-17,NORTH EASTERN,ASSAM,RAIL,BONGAIGAON TPP,NTPC LIMITED.,CENTRAL,0,20,3,0,83,83,29,NULL,NULL,NA
25-Feb-17,NORTHERN,DELHI,RAIL,RAJGHAT TPS,INDRAPRASTHA POWER GENERATION COMPANY LIMITED,STATE,135,25,0,0,11,11,313,NULL,NULL,NA
25-Feb-17,NORTHERN,DELHI,RAIL,BADARPUR TPS,NTPC LIMITED.,CENTRAL,705,30,5,0,112,112,23,NULL,NULL,NA
25-Feb-17,NORTHERN,HARYANA,RAIL,PANIPAT TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,920,25,8,0,243,243,31,NULL,NULL,NA
25-Feb-17,NORTHERN,HARYANA,RAIL,RAJIV GANDHI TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,1200,25,13,0,360,360,27,NULL,NULL,NA
25-Feb-17,NORTHERN,HARYANA,RAIL,YAMUNA NAGAR TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,600,25,8,0,313,313,38,NULL,NULL,NA
25-Feb-17,NORTHERN,HARYANA,RAIL,INDIRA GANDHI STPP,ARAVALI POWER COMPANY PRIVATE LIMITED,CENTRAL,1500,25,11,0,258,258,24,NULL,NULL,NA
25-Feb-17,NORTHERN,HARYANA,RAIL,MAHATMA GANDHI TPS,JHAJJAR POWER LTD.,IPP,1320,25,8,0,461,461,56,NULL,NULL,NA
25-Feb-17,NORTHERN,PUNJAB,RAIL,GH TPS (LEH.MOH.),PUNJAB STATE POWER CORP. LTD.,STATE,920,30,6,0,292,292,50,NULL,NULL,NA
25-Feb-17,NORTHERN,PUNJAB,RAIL,ROPAR TPS,PUNJAB STATE POWER CORP. LTD.,STATE,1260,25,10,0,427,427,44,NULL,NULL,NA
25-Feb-17,NORTHERN,PUNJAB,RAIL,GND TPS(BHATINDA),PUNJAB STATE POWER CORP. LTD.,STATE,440,30,3,0,31,31,10,NULL,NULL,NA
25-Feb-17,NORTHERN,PUNJAB,RAIL,RAJPURA TPP,NABHA POWER LTD.,IPP,1400,30,16,0,172,172,11,NULL,NULL,NA
25-Feb-17,NORTHERN,PUNJAB,RAIL,TALWANDI SABO TPP,Talwandi Sabo Power Limited,IPP,1980,25,16,0,104,104,7,NULL,NULL,NA
25-Feb-17,NORTHERN,RAJASTHAN,RAIL,KOTA TPS,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1240,30,18,0,372,372,21,NULL,NULL,NA
25-Feb-17,NORTHERN,RAJASTHAN,RAIL,SURATGARH TPS,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1500,30,10,0,464,464,47,NULL,NULL,NA
25-Feb-17,NORTHERN,RAJASTHAN,RAIL,CHHABRA TPP,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,3320,30,14,0,92,92,7,NULL,NULL,Coal Sup.for new unit yet to c
25-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,ANPARA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,2630,15,43,0,605,605,14,NULL,NULL,NA
25-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,HARDUAGANJ TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,665,25,9,0,268,268,30,NULL,NULL,NA
25-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PANKI TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,210,20,4,0,149,149,39,NULL,NULL,NA
25-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PARICHHA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1140,30,9,0,361,361,42,NULL,NULL,NA
25-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,DADRI (NCTPP),NTPC LIMITED.,CENTRAL,1820,30,12,0,257,257,21,NULL,NULL,NA
